risk_aversion_a,profile_label,expected_return,variance,risk,utility
5.05,Moderately Conservative,3.5346732175903997,0.6926525487520628,0.8322575014693847,1.7857255319914411
5.1,Moderately Conservative,3.500383786908695,0.6791391461813041,0.8240989905231677,1.7685789641463696
5.15,Moderately Conservative,3.4667589170917643,0.6660169330111667,0.8160986049560229,1.7517653145880099
5.2,Moderately Conservative,3.4337816446601725,0.6532717941367133,0.8082523084635845,1.7352749799047178
5.25,Moderately Conservative,3.401431375647362,0.640888629759486,0.8005552009446232,1.7190987225287113
5.3,Moderately Conservative,3.3696905630571785,0.628853928142477,0.7930031072716405,1.7032276534796145
5.35,Moderately Conservative,3.3385469895906055,0.6171565508473422,0.7855931204175239,1.6876532160739652
5.4,Moderately Conservative,3.3079757348451615,0.6057809497397459,0.7783193109127808,1.6723671705478473
5.45,Moderately Conservative,3.2779659764565094,0.5947172098899024,0.7711791036392923,1.6573615795065253
5.5,Moderately Conservative,3.2485030968689736,0.5839542918825213,0.7641690204938443,1.6426287941920399
5.55,Moderately Conservative,3.219572065201559,0.5734813058466862,0.7572854850363145,1.628161441477005
5.6,Moderately Conservative,3.191154565917563,0.5632864836995081,0.7505241393183221,1.6139524115589405
5.65,Moderately Conservative,3.1632440881095047,0.5533625634681573,0.7438834340595019,1.5999948463119604
5.7,Moderately Conservative,3.1358206722025934,0.5436977347224496,0.737358620158773,1.586282128243612
5.75,Moderately Conservative,3.1088755189919146,0.5342843996369196,0.7309476038930011,1.5728078700357706
5.8,Moderately Conservative,3.0823941033980007,0.5251131719908172,0.7246469291943609,1.5595659046246308
5.85,Moderately Conservative,3.0563641079930006,0.5161756691315998,0.7184536652642255,1.5465502757830711
5.9,Moderately Conservative,3.030776433922564,0.5074648151626541,0.7123656470961062,1.5337552291927343
5.95,Moderately Conservative,3.0056198171412927,0.4989729792220902,0.7063801945284779,1.5211752039555742
6.0,Moderately Conservative,2.9808806301636674,0.4906919352084235,0.7004940650772307,1.508804824538397
6.05,Moderately Conservative,2.9565518159427615,0.4826158422585137,0.6947055795504408,1.4966388931107575
6.1,Moderately Conservative,2.9326212872941393,0.47473734591188066,0.6890118619529569,1.4846723822629033
6.15,Moderately Conservative,2.909078515444186,0.46704978450931334,0.6834104070829718,1.4729004280780476
6.2,Moderately Conservative,2.885918480999227,0.4595484378896821,0.6779000205706459,1.4613183235412124
6.25,Moderately Conservative,2.8631275043972155,0.4522259174838556,0.6724774475652366,1.4499215122601667
6.3,Moderately Conservative,2.8406972207779093,0.44507671056753306,0.6671406977298965,1.4387055824901802
6.35,Moderately Conservative,2.818621805879485,0.4380962344689658,0.6618883852047608,1.427666261440519
6.4,Moderately Conservative,2.7968905828588366,0.4312784915672213,0.6567179695784343,1.4167994098437284
6.45,Moderately Conservative,2.7754970116204998,0.42461891312802125,0.6516278946822498,1.406101016782631
6.5,Moderately Conservative,2.7544311432996564,0.41811198416833806,0.6466157933180553,1.3955671947525579
6.55,Moderately Conservative,2.7336875776378804,0.41175371074410155,0.6416803805198517,1.3851941749509478
6.6,Moderately Conservative,2.713258713289998,0.405539518335826,0.6368198476302588,1.3749783027817721
6.65,Moderately Conservative,2.6931359473840253,0.3994646357359766,0.6320321477076752,1.3649160335619028
6.7,Moderately Conservative,2.6733152197339196,0.39352575860132155,0.627316314630284,1.3550039284194924
6.75,Moderately Conservative,2.6537874598562965,0.38771816577242363,0.6226701902070017,1.3452386503743667
6.8,Moderately Conservative,2.634546322002129,0.38203804747294984,0.6180922645309112,1.3356169605940993
6.85,Moderately Conservative,2.615586375908509,0.37648194484639025,0.6135812455139011,1.3261357148096227
6.9,Moderately Conservative,2.5969019855825577,0.3710464132440043,0.6091357921219244,1.3167918598907429
6.95,Moderately Conservative,2.578484344962931,0.36572716961017326,0.6047538090910823,1.307582430567579
7.0,Moderately Conservative,2.5603330184673507,0.36052242062195394,0.6004351926910629,1.2985045462905118
7.05,Moderately Conservative,2.5424374703895767,0.3554275353645331,0.5961774361417355,1.2895554082295977
7.1,Moderately Conservative,2.524791204285806,0.35043912898345597,0.5919789937011751,1.2807322963945373
7.15,Moderately Conservative,2.5073949949897916,0.3455559239473335,0.5878400496285817,1.2720325668780743
7.2,Moderately Conservative,2.4902398889335298,0.3407739554772778,0.5837584735807076,1.2634536492153297
7.25,Moderately Conservative,2.4733213870498756,0.3360905774343328,0.5797331950426272,1.254993043850419
7.3,Moderately Conservative,2.456635750712958,0.33150340575456066,0.575763324426418,1.2466483197088116
7.35,Moderately Conservative,2.4401743475146485,0.3270087716044829,0.571846807811745,1.238417111868174
7.4,Moderately Conservative,2.42393771034963,0.3226055651426637,0.5679837719008033,1.230297119321774
7.45,Moderately Conservative,2.4079177494274595,0.31829037492407575,0.5641722918790639,1.2222861028352774
7.5,Conservative,2.392111682630879,0.3140612799312299,0.5604117057407259,1.2143818828887667
7.55,Conservative,2.376515316451236,0.3099160208625185,0.5567010156830312,1.2065823376952285
7.6,Conservative,2.3611242632367064,0.30585233208687307,0.5530391777142675,1.1988854013065888
7.65,Conservative,2.3459341059715064,0.3018679854082391,0.5494251408592795,1.1912890617849918
7.7,Conservative,2.3309415357347736,0.2979610847489778,0.5458581177824305,1.183791359451209
7.75,Conservative,2.3161420215371025,0.29412945453900663,0.5423370303962349,1.1763903851984518
7.8,Conservative,2.3015316611233927,0.29037112365435325,0.5388609502036247,1.169084278871415
7.85,Conservative,2.287109106199352,0.28668480980691585,0.5354295563441711,1.1618712277072074
7.9,Conservative,2.2728676552109413,0.2830678962976209,0.5320412543192689,1.1547494648353387
